"booking_id","origin","destination","travel_date","booking_date","days_in_advance","departure_hour","time_bucket","day_of_week","is_weekend","is_holiday","season","seat_class","total_seats","seats_booked","occupancy_rate","base_fare","season_mult","dow_mult","advance_mult","occupancy_mult","time_mult","holiday_mult","dynamic_fare","competitor_fare","demand_score","revenue"
"BK1224","NAGERCOIL","MADURAI",2024-11-20,2024-11-04,16,8,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,22,0.55,420,1.378,0.965,0.872,1.045,0.954,1,485,450,61.7,10670
"BK2021","TIRUPPUR","SALEM",2024-11-20,2024-11-05,15,19,"Evening","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,17,0.425,210,1.36,1.001,0.871,0.967,1.103,1,265,245,55.6,4505
"BK0077","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-11-21,2024-10-22,30,21,"Night","Thursday",FALSE,FALSE,"Festive","Sleeper",40,29,0.725,680,1.251,1.002,0.869,1.076,1.012,1,805,825,68.4,23345
"BK0160","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-11-21,2024-10-28,24,18,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,24,0.6,825,1.363,0.966,0.834,1.021,1.184,1,1095,1020,63.9,26280
"BK0291","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-11-21,2024-11-20,1,14,"Afternoon","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,39,0.975,740,1.393,0.98,1.458,1.417,1.007,1,2100,1945,77.6,81900
"BK0438","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-11-21,2024-11-21,0,17,"Evening","Thursday",FALSE,FALSE,"Festive","Seater",40,16,0.4,535,1.363,1.012,1.333,0.943,1.103,1,1025,1090,51.2,16400
"BK0581","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-21,2024-10-26,26,14,"Afternoon","Thursday",FALSE,FALSE,"Festive","Sleeper",40,32,0.8,545,1.371,0.984,0.815,1.277,1.08,1,825,865,70.3,26400
"BK0686","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-21,2024-11-11,10,20,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,28,0.7,1050,1.342,0.989,0.903,1.103,1.138,1,1580,1460,65.2,44240
"BK0935","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-21,2024-11-08,13,7,"Early Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,14,0.35,530,1.382,1.048,0.981,0.937,0.965,1,680,660,52.1,9520
"BK1067","COIMBATORE","SALEM",2024-11-21,2024-11-05,16,19,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,21,0.525,295,1.331,1.043,0.853,1.105,1.16,1,445,470,58.6,9345
"BK1477","NAGERCOIL","TRICHY",2024-11-21,2024-11-03,18,14,"Afternoon","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,35,0.875,650,1.287,1.039,0.876,1.285,1.042,1,1020,1080,73.1,35700
"BK1479","NAGERCOIL","TRICHY",2024-11-21,2024-11-14,7,19,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,35,0.875,650,1.22,1.011,1.067,1.231,1.196,1,1260,1275,73.2,44100
"BK1579","THANJAVUR","TRICHY",2024-11-21,2024-11-14,7,18,"Evening","Thursday",FALSE,FALSE,"Festive","Seater",40,35,0.875,120,1.295,0.991,1.023,1.168,1.145,1,210,200,73.7,7350
"BK1690","TIRUCHENDUR","MADURAI",2024-11-21,2024-11-19,2,21,"Night","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,32,0.8,320,1.21,1.004,1.226,1.289,1.048,1,645,625,71.7,20640
"BK0094","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-11-22,2024-11-01,21,20,"Evening","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,16,0.4,680,1.206,1.076,0.844,0.923,1.114,1,765,780,63.7,12240
"BK0505","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-22,2024-11-19,3,19,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,14,0.35,545,1.298,1.117,1.144,0.94,1.133,1,965,985,61,13510
"BK0523","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-22,2024-11-07,15,18,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,36,0.9,545,1.304,1.065,0.817,1.349,1.171,1,975,930,81.3,35100
"BK0737","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-11-22,2024-10-29,24,10,"Morning","Friday",FALSE,FALSE,"Festive","Sleeper",40,26,0.65,1020,1.322,1.133,0.893,1.137,1.008,1,1565,1665,73.2,40690
"BK0858","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-22,2024-11-15,7,22,"Night","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,12,0.3,750,1.351,1.085,1.071,0.969,1.086,1,1240,1230,62,14880
"BK1041","COIMBATORE","SALEM",2024-11-22,2024-11-16,6,17,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,21,0.525,295,1.202,1.105,1.074,1.132,1.156,1,550,575,66.1,11550
"BK1140","MADURAI","TRICHY",2024-11-22,2024-11-16,6,8,"Early Morning","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,39,0.975,220,1.294,1.068,1.06,1.308,0.944,1,400,370,87,15600
"BK1242","NAGERCOIL","MADURAI",2024-11-22,2024-11-17,5,19,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,12,0.3,420,1.232,1.071,1.073,0.968,1.106,1,635,660,60,7620
"BK1287","NAGERCOIL","MADURAI",2024-11-22,2024-11-04,18,18,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,12,0.3,420,1.399,1.115,0.851,0.942,1.1,1,580,605,58.5,6960
"BK1576","THANJAVUR","TRICHY",2024-11-22,2024-11-13,9,6,"Early Morning","Friday",FALSE,FALSE,"Festive","Seater",40,30,0.75,120,1.377,1.106,0.94,1.15,0.895,1,175,170,79.9,5250
"BK1777","TIRUCHENDUR","TRICHY",2024-11-22,2024-11-20,2,10,"Morning","Friday",FALSE,FALSE,"Festive","Sleeper",40,35,0.875,535,1.36,1.078,1.183,1.292,0.997,1,1195,1105,84.3,41825
"BK1853","TIRUNELVELI","MADURAI",2024-11-22,2024-11-06,16,22,"Night","Friday",FALSE,FALSE,"Festive","Seater",40,24,0.6,280,1.363,1.103,0.826,1.02,1.094,1,390,420,69.5,9360
"BK1983","TIRUNELVELI","TRICHY",2024-11-22,2024-11-14,8,10,"Morning","Friday",FALSE,FALSE,"Festive","Seater",40,39,0.975,510,1.35,1.077,0.92,1.346,1.024,1,940,955,84.4,36660
"BK2065","TIRUPPUR","SALEM",2024-11-22,2024-11-19,3,14,"Afternoon","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,40,1,210,1.272,1.068,1.176,1.367,1.033,1,475,455,85.9,19000
"BK0172","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-11-23,2024-11-17,6,19,"Evening","Saturday",TRUE,FALSE,"Festive","Semi-Sleeper",40,40,1,825,1.395,1.112,1.076,1.361,1.117,1,2090,2135,86.7,83600
"BK0788","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-11-23,2024-11-22,1,8,"Early Morning","Saturday",TRUE,FALSE,"Festive","Sleeper",40,30,0.75,1020,1.233,1.178,1.439,1.24,0.944,1,2495,2340,75,74850
"BK0853","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-23,2024-11-22,1,19,"Evening","Saturday",TRUE,FALSE,"Festive","Seater",40,27,0.675,750,1.3,1.185,1.278,1.031,1.121,1,1705,1810,76.3,46035
"BK0854","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-23,2024-10-30,24,19,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,29,0.725,750,1.348,1.146,0.918,1.01,1.12,1,1205,1130,75.4,34945
"BK0871","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-23,2024-10-27,27,18,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,26,0.65,750,1.207,1.112,0.882,1.055,1.112,1,1040,1105,72,27040
"BK0923","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-23,2024-11-04,19,22,"Night","Saturday",TRUE,FALSE,"Festive","Seater",40,12,0.3,530,1.265,1.118,0.869,0.977,1.068,1,680,645,59.4,8160
"BK0941","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-23,2024-11-13,10,17,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,31,0.775,530,1.201,1.191,0.992,1.217,1.139,1,1040,980,80.7,32240
"BK1095","COIMBATORE","SALEM",2024-11-23,2024-11-07,16,5,"Early Morning","Saturday",TRUE,FALSE,"Festive","Semi-Sleeper",40,18,0.45,295,1.372,1.189,0.885,0.959,0.938,1,385,380,65.1,6930
"BK1210","NAGERCOIL","MADURAI",2024-11-23,2024-11-22,1,18,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,16,0.4,420,1.345,1.119,1.424,0.989,1.167,1,1040,960,61.3,16640
"BK1592","THANJAVUR","TRICHY",2024-11-23,2024-11-01,22,10,"Morning","Saturday",TRUE,FALSE,"Festive","Sleeper",40,39,0.975,120,1.239,1.166,0.906,1.437,1.02,1,230,215,88.2,8970
"BK1771","TIRUCHENDUR","TRICHY",2024-11-23,2024-10-24,30,20,"Evening","Saturday",TRUE,FALSE,"Festive","Semi-Sleeper",40,18,0.45,535,1.29,1.145,0.876,0.931,1.161,1,750,785,67.8,13500
"BK1813","TIRUNELVELI","MADURAI",2024-11-23,2024-11-17,6,18,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,17,0.425,280,1.324,1.179,1.048,0.991,1.134,1,515,505,63.7,8755
"BK1876","TIRUNELVELI","MADURAI",2024-11-23,2024-11-02,21,18,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,38,0.95,280,1.23,1.101,0.883,1.373,1.144,1,525,550,85.5,19950
"BK0109","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-11-24,2024-11-19,5,17,"Evening","Sunday",TRUE,FALSE,"Festive","Seater",40,29,0.725,825,1.285,1.106,1.078,1.02,1.109,1,1430,1490,77.4,41470
"BK0339","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-24,2024-11-06,18,22,"Night","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,34,0.85,1145,1.326,1.19,0.807,1.259,1.087,1,1995,2020,79.7,67830
"BK0442","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-11-24,2024-11-18,6,10,"Morning","Sunday",TRUE,FALSE,"Festive","Seater",40,39,0.975,535,1.2,1.19,1.031,1.395,0.984,1,1080,1070,84.7,42120
"BK0596","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-24,2024-11-09,15,17,"Evening","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,34,0.85,545,1.349,1.161,0.836,1.287,1.197,1,1100,1030,81.5,37400
"BK0707","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-11-24,2024-11-17,7,19,"Evening","Sunday",TRUE,FALSE,"Festive","Sleeper",40,12,0.3,1020,1.31,1.176,1.056,0.902,1.193,1,1785,1730,60.6,21420
"BK0713","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-11-24,2024-11-23,1,5,"Early Morning","Sunday",TRUE,FALSE,"Festive","Sleeper",40,30,0.75,1020,1.391,1.164,1.423,1.158,0.919,1,2500,2515,78.6,75000
"BK0966","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-24,2024-11-23,1,21,"Night","Sunday",TRUE,FALSE,"Festive","Sleeper",40,21,0.525,530,1.203,1.196,1.445,1.106,1.038,1,1265,1265,69.1,26565
"BK0987","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-24,2024-11-07,17,21,"Night","Sunday",TRUE,FALSE,"Festive","Sleeper",40,37,0.925,530,1.207,1.159,0.846,1.321,1.091,1,905,915,82.1,33485
"BK1133","MADURAI","TRICHY",2024-11-24,2024-10-26,29,21,"Night","Sunday",TRUE,FALSE,"Festive","Sleeper",40,20,0.5,220,1.275,1.137,0.892,1.05,1.04,1,310,295,65.4,6200
"BK1534","THANJAVUR","TRICHY",2024-11-24,2024-11-22,2,14,"Afternoon","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,22,0.55,120,1.398,1.132,1.18,1.093,1.048,1,255,275,69.9,5610
"BK1803","TIRUNELVELI","MADURAI",2024-11-24,2024-11-12,12,7,"Early Morning","Sunday",TRUE,FALSE,"Festive","Sleeper",40,23,0.575,280,1.239,1.123,0.958,1.005,0.956,1,360,375,68.4,8280
"BK0293","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-11-25,2024-11-15,10,18,"Evening","Monday",FALSE,FALSE,"Festive","Sleeper",40,24,0.6,740,1.315,1.019,0.997,1.038,1.183,1,1215,1225,60.8,29160
"BK0597","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-25,2024-11-09,16,6,"Early Morning","Monday",FALSE,FALSE,"Festive","Semi-Sleeper",40,16,0.4,545,1.229,0.952,0.865,0.918,0.942,1,475,465,51.4,7600
"BK0809","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-25,2024-11-23,2,10,"Morning","Monday",FALSE,FALSE,"Festive","Sleeper",40,38,0.95,750,1.229,1.049,1.11,1.441,1.077,1,1665,1760,73.1,63270
"BK1209","NAGERCOIL","MADURAI",2024-11-25,2024-11-12,13,5,"Early Morning","Monday",FALSE,FALSE,"Festive","Sleeper",40,35,0.875,420,1.247,0.994,0.9,1.222,0.902,1,515,480,70.8,18025
"BK1300","NAGERCOIL","MADURAI",2024-11-25,2024-11-18,7,21,"Night","Monday",FALSE,FALSE,"Festive","Semi-Sleeper",40,19,0.475,420,1.259,0.954,1.013,0.984,1.015,1,510,520,54.9,9690
"BK1309","NAGERCOIL","TIRUNELVELI",2024-11-25,2024-11-09,16,20,"Evening","Monday",FALSE,FALSE,"Festive","Sleeper",40,33,0.825,145,1.34,0.998,0.8,1.179,1.104,1,200,210,68.4,6600
"BK1400","NAGERCOIL","TIRUNELVELI",2024-11-25,2024-11-01,24,20,"Evening","Monday",FALSE,FALSE,"Festive","Semi-Sleeper",40,36,0.9,145,1.236,0.98,0.901,1.339,1.134,1,240,225,74.7,8640
"BK1442","NAGERCOIL","TRICHY",2024-11-25,2024-11-13,12,19,"Evening","Monday",FALSE,FALSE,"Festive","Sleeper",40,20,0.5,650,1.317,0.957,0.917,1.079,1.132,1,920,875,57.2,18400
"BK0131","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-11-26,2024-11-23,3,14,"Afternoon","Tuesday",FALSE,FALSE,"Festive","Sleeper",40,37,0.925,825,1.28,1.046,1.205,1.433,0.971,1,1850,1805,74.6,68450
"BK0333","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-26,2024-11-04,22,19,"Evening","Tuesday",FALSE,FALSE,"Festive","Sleeper",40,14,0.35,1145,1.274,0.997,0.891,0.961,1.157,1,1440,1445,53.9,20160
"BK0385","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-26,2024-11-24,2,10,"Morning","Tuesday",FALSE,FALSE,"Festive","Seater",40,24,0.6,1145,1.369,1.038,1.132,1.117,1.038,1,2135,2100,63.1,51240
"BK0602","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-26,2024-11-23,3,10,"Morning","Tuesday",FALSE,FALSE,"Festive","Sleeper",40,26,0.65,1050,1.212,1.024,1.242,1.072,1.065,1,1850,1795,62.6,48100
"BK1036","COIMBATORE","SALEM",2024-11-26,2024-11-24,2,14,"Afternoon","Tuesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,25,0.625,295,1.247,0.956,1.102,1.101,0.986,1,420,410,60.6,10500
"BK1190","MADURAI","TRICHY",2024-11-26,2024-11-23,3,10,"Morning","Tuesday",FALSE,FALSE,"Festive","Sleeper",40,23,0.575,220,1.306,0.966,1.143,1.023,1.046,1,340,320,61.1,7820
"BK1684","TIRUCHENDUR","MADURAI",2024-11-26,2024-11-22,4,17,"Evening","Tuesday",FALSE,FALSE,"Festive","Sleeper",40,35,0.875,320,1.274,1.04,1.034,1.265,1.155,1,640,675,71.2,22400
"BK0184","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-11-27,2024-11-11,16,10,"Morning","Wednesday",FALSE,FALSE,"Festive","Seater",40,37,0.925,825,1.353,0.975,0.879,1.442,1.019,1,1405,1420,72.2,51985
"BK0283","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-11-27,2024-11-10,17,14,"Afternoon","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,36,0.9,740,1.395,0.956,0.856,1.334,0.992,1,1115,1085,75.6,40140
"BK0624","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-27,2024-11-24,3,8,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,28,0.7,1050,1.227,0.953,1.233,1.036,0.923,1,1450,1510,65.6,40600
"BK0906","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-27,2024-11-09,18,18,"Evening","Wednesday",FALSE,FALSE,"Festive","Seater",40,18,0.45,530,1.252,1.049,0.916,0.93,1.198,1,710,690,55.8,12780
"BK1042","COIMBATORE","SALEM",2024-11-27,2024-11-16,11,8,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,19,0.475,295,1.31,0.954,0.901,0.956,0.924,1,295,300,58.6,5605
"BK1137","MADURAI","TRICHY",2024-11-27,2024-11-25,2,6,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,34,0.85,220,1.313,0.981,1.179,1.189,0.943,1,375,350,71.9,12750
"BK1301","NAGERCOIL","TIRUNELVELI",2024-11-27,2024-11-04,23,14,"Afternoon","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,15,0.375,145,1.343,0.968,0.868,0.921,1.03,1,155,150,54.7,2325
"BK1328","NAGERCOIL","TIRUNELVELI",2024-11-27,2024-11-15,12,10,"Morning","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,10,0.25,145,1.385,1.014,0.982,0.848,1.049,1,180,195,49.2,1800
"BK1590","THANJAVUR","TRICHY",2024-11-27,2024-11-23,4,5,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,19,0.475,120,1.304,0.97,1.032,0.983,0.91,1,140,135,58,2660
"BK1797","TIRUCHENDUR","TRICHY",2024-11-27,2024-11-23,4,7,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Seater",40,18,0.45,535,1.399,1.046,1.017,0.941,0.887,1,665,640,56.2,11970
"BK1864","TIRUNELVELI","MADURAI",2024-11-27,2024-11-22,5,20,"Evening","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,20,0.5,280,1.398,1.032,1.042,1.051,1.132,1,500,500,59.1,10000
"BK2013","TIRUPPUR","SALEM",2024-11-27,2024-11-23,4,21,"Night","Wednesday",FALSE,FALSE,"Festive","Seater",40,30,0.75,210,1.231,1.042,1.04,1.273,1.017,1,365,360,67.2,10950
"BK0013","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-11-28,2024-11-17,11,19,"Evening","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,26,0.65,680,1.293,1.026,0.969,1.062,1.114,1,1035,990,62,26910
"BK0022","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-11-28,2024-11-28,0,18,"Evening","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,20,0.5,680,1.281,0.961,1.378,1.02,1.167,1,1375,1375,56.4,27500
"BK0316","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-28,2024-11-25,3,19,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,27,0.675,1145,1.335,0.954,1.134,1.149,1.104,1,2100,2045,65.8,56700
"BK0362","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-28,2024-11-21,7,5,"Early Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,38,0.95,1145,1.271,1.027,1.024,1.328,0.886,1,1800,1915,75.7,68400
"BK0422","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-11-28,2024-11-14,14,14,"Afternoon","Thursday",FALSE,FALSE,"Festive","Sleeper",40,11,0.275,535,1.209,0.956,0.959,0.842,1.001,1,500,485,49.7,5500
"BK0571","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-28,2024-11-22,6,14,"Afternoon","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,30,0.75,545,1.379,1.018,1.052,1.255,1.022,1,1030,1025,66.1,30900
"BK0892","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-28,2024-11-15,13,7,"Early Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,36,0.9,750,1.359,0.991,0.927,1.304,0.892,1,1090,1015,71.5,39240
"BK0967","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-28,2024-11-27,1,14,"Afternoon","Thursday",FALSE,FALSE,"Festive","Sleeper",40,20,0.5,530,1.245,1.031,1.484,1.146,1.034,1,1195,1240,58.4,23900
"BK1064","COIMBATORE","SALEM",2024-11-28,2024-11-19,9,8,"Early Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,27,0.675,295,1.268,1.028,0.954,1.014,0.955,1,355,365,64.4,9585
"BK1136","MADURAI","TRICHY",2024-11-28,2024-11-15,13,18,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,26,0.65,220,1.301,0.962,0.976,1.012,1.133,1,310,320,64.2,8060
"BK1243","NAGERCOIL","MADURAI",2024-11-28,2024-11-14,14,10,"Morning","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,13,0.325,420,1.262,0.997,0.927,0.929,1.071,1,485,480,49.5,6305
"BK1288","NAGERCOIL","MADURAI",2024-11-28,2024-11-28,0,5,"Early Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,24,0.6,420,1.387,1,1.499,1.097,0.885,1,845,820,59.4,20280
"BK1487","NAGERCOIL","TRICHY",2024-11-28,2024-11-14,14,17,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,30,0.75,650,1.316,0.954,0.965,1.244,1.178,1,1155,1195,66.5,34650
"BK1508","THANJAVUR","TRICHY",2024-11-28,2024-11-21,7,18,"Evening","Thursday",FALSE,FALSE,"Festive","Seater",40,35,0.875,120,1.229,1.034,1.072,1.184,1.147,1,220,215,74,7700
"BK1693","TIRUCHENDUR","MADURAI",2024-11-28,2024-11-02,26,18,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,40,1,320,1.222,1.017,0.852,1.377,1.158,1,540,510,79.1,21600
"BK2025","TIRUPPUR","SALEM",2024-11-28,2024-10-29,30,14,"Afternoon","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,22,0.55,210,1.396,0.998,0.903,1.025,0.975,1,265,285,61.4,5830
"BK0392","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-29,2024-11-23,6,14,"Afternoon","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,14,0.35,1145,1.235,1.053,1.05,0.959,0.967,1,1450,1515,60.6,20300
"BK0552","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-29,2024-11-14,15,14,"Afternoon","Friday",FALSE,FALSE,"Festive","Sleeper",40,37,0.925,545,1.241,1.126,0.873,1.49,1.015,1,1005,1030,82.1,37185
"BK0637","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-29,2024-11-21,8,18,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,28,0.7,1050,1.37,1.1,0.993,1.041,1.178,1,1925,1975,73.5,53900
"BK1011","COIMBATORE","SALEM",2024-11-29,2024-11-27,2,21,"Night","Friday",FALSE,FALSE,"Festive","Sleeper",40,32,0.8,295,1.253,1.121,1.214,1.226,1.055,1,650,630,77,20800
"BK2040","TIRUPPUR","SALEM",2024-11-29,2024-11-16,13,22,"Night","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,37,0.925,210,1.24,1.139,0.921,1.452,1.086,1,430,400,85.4,15910
"BK2056","TIRUPPUR","SALEM",2024-11-29,2024-11-14,15,21,"Night","Friday",FALSE,FALSE,"Festive","Sleeper",40,26,0.65,210,1.213,1.061,0.863,1.141,1.033,1,275,265,71.9,7150
"BK0090","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-11-30,2024-11-06,24,5,"Early Morning","Saturday",TRUE,FALSE,"Festive","Seater",40,15,0.375,680,1.367,1.122,0.817,0.938,0.968,1,775,785,62.7,11625
"BK0128","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-11-30,2024-11-29,1,17,"Evening","Saturday",TRUE,FALSE,"Festive","Seater",40,36,0.9,825,1.213,1.103,1.488,1.399,1.15,1,2640,2750,85.2,95040
"BK0196","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-11-30,2024-11-10,20,21,"Night","Saturday",TRUE,FALSE,"Festive","Sleeper",40,33,0.825,825,1.343,1.171,0.829,1.262,1.003,1,1365,1415,79.2,45045
"BK0203","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-11-30,2024-11-05,25,20,"Evening","Saturday",TRUE,FALSE,"Festive","Semi-Sleeper",40,31,0.775,740,1.289,1.176,0.913,1.181,1.125,1,1360,1255,79.3,42160
"BK0318","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-30,2024-11-20,10,21,"Night","Saturday",TRUE,FALSE,"Festive","Semi-Sleeper",40,21,0.525,1145,1.229,1.114,0.926,1.087,1.049,1,1655,1625,68.3,34755
"BK0564","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-30,2024-10-31,30,17,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,40,1,545,1.266,1.14,0.858,1.301,1.168,1,1025,990,88.5,41000
"BK0633","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-30,2024-11-19,11,7,"Early Morning","Saturday",TRUE,FALSE,"Festive","Sleeper",40,40,1,1050,1.298,1.199,0.971,1.438,0.924,1,2110,2025,86.7,84400
"BK0715","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-11-30,2024-11-27,3,21,"Night","Saturday",TRUE,FALSE,"Festive","Sleeper",40,36,0.9,1020,1.228,1.185,1.147,1.429,1.037,1,2525,2660,81.5,90900
"BK0839","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-30,2024-11-22,8,17,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,40,1,750,1.393,1.167,0.992,1.307,1.147,1,1810,1875,87.4,72400
"BK1138","MADURAI","TRICHY",2024-11-30,2024-11-27,3,22,"Night","Saturday",TRUE,FALSE,"Festive","Sleeper",40,13,0.325,220,1.204,1.157,1.119,0.956,1.078,1,355,325,61.4,4615
"BK1172","MADURAI","TRICHY",2024-11-30,2024-11-27,3,14,"Afternoon","Saturday",TRUE,FALSE,"Festive","Sleeper",40,27,0.675,220,1.363,1.152,1.209,1.049,0.971,1,425,440,73.2,11475
"BK1230","NAGERCOIL","MADURAI",2024-11-30,2024-11-25,5,10,"Morning","Saturday",TRUE,FALSE,"Festive","Sleeper",40,33,0.825,420,1.394,1.118,1.018,1.243,1.06,1,880,945,80.9,29040
